HS8,Description,Base,Category,HS4,HS6,Cat
52062100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX (INFER IOR O IGUAL AL NUMERO METRICO 14),0.0,G,'5206,'520621,G
52062200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX (SUPERIOR AL NUMERO MET RICO 14 PERO INFERIOR O IGUAL AL NUMERO METRICO 43 ),0.0,G,'5206,'520622,G
52062300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 . DECITEX (SUPERIOR AL NUMERO MET RICO 43 PERO INFERIOR O IGUAL AL NUMERO METRICO 52 ),0.0,G,'5206,'520623,G
52062400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 . DECITEX (SUPERIOR AL NUMERO METRIC O 52 PERO INFERIOR O IGUAL AL NUMERO METRICO 80),0.0,G,'5206,'520624,G
52062500,DE TITULO INFERIOR A 125 DECITEX (SUPERIOR AL NUME RO METRICO 80) HILADOS RETORCIDOS O CABLEADOS; DE FIBRAS SIN PEINAR:,0.0,G,'5206,'520625,G
52063100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX POR HI LO SENCILLO (INFERIOR O IGUAL AL NUMERO METRICO 14 POR HILO SENCILLO),0.0,G,'5206,'520631,G
52063200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX; POR HILO SENCILLO (SUP ERIOR AL NUMERO METRICO 14 PERO INFERIOR OIGUAL AL NUMERO METRICO 43; POR HILO SENCILLO),0.0,G,'5206,'520632,G
52063300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192; DECITEX; POR HILO SENCILLO (SUPERIO R AL NUMERO METRICO 43 PERO INFERIOR OIGUAL AL NUM ERO METRICO 52; POR HILO SENCILLO),0.0,G,'5206,'520633,G
52063400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 1 DECITEX; POR HILO SENCILLO (SUPERIOR A L NUMERO METRICO 52 PERO INFERIOR OIGUAL AL NUMERO METRICO 80; POR HILO SENCILLO),0.0,G,'5206,'520634,G
52063500,DE TITULO INFERIOR A 125 DECITEX POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 80POR HILO SENCILLO) HILADOSRETORCIDOS O CABLEADOS; DE FIBRAS PEINADAS:,0.0,G,'5206,'520635,G
52064100,DE TITULO SUPERIOR O IGUAL A 714;29 DECITEX POR HI LO SENCILLO (INFERIOR O IGUAL ALNUMERO METRICO 14 POR HILO SENCILLO),0.0,G,'5206,'520641,G
52064200,DE TITULO INFERIOR A 714;29 DECITEX PERO SUPERIOR O IGUAL A 232;56 . DECITEX; POR HILO SENCILLO (SUP ERIOR AL NUMERO METRICO 14 PERO INFERIOR OIGUAL AL NUMERO METRICO 43; POR HILO SENCILLO),0.0,G,'5206,'520642,G
52064300,DE TITULO INFERIOR A 232;56 DECITEX PERO SUPERIOR O IGUAL A 192;31 . DECITEX; POR HILO SENCILLO (SUP ERIOR AL NUMERO METRICO 43 PERO INFERIOR OIGUAL AL NUMERO METRICO 52; POR HILO SENCILLO),0.0,G,'5206,'520643,G
52064400,DE TITULO INFERIOR A 192;31 DECITEX PERO SUPERIOR O IGUAL A 125 . DECITEX; POR HILO SENCILLO (SUPERI OR AL NUMERO METRICO 52 PERO INFERIOR OIGUAL AL NU MERO METRICO 80; POR HILO SENCILLO),0.0,G,'5206,'520644,G
52064500,DE TITULO INFERIOR A 125 DECITEX POR HILO SENCILLO (SUPERIOR AL NUMERO METRICO 80POR HILO SENCILLO),0.0,G,'5206,'520645,G
52071000,CON UN CONTENIDO DE ALGODON SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5207,'520710,G
52079000,LOS DEMAS,0.0,G,'5207,'520790,G
52081100,DE LIGAMENTO TAFETAN; DE PESO INFERIOR O IGUAL A 1 00 GM,8.0,A,'5208,'520811,A
52081200,DE LIGAMENTO TAFETAN; DE PESO SUPERIOR A 100 GM,8.0,A,'5208,'520812,A
52081300,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5208,'520813,A
52081900,LOS DEMAS,8.0,A,'5208,'520819,A
52082100,DE LIGAMENTO TAFETAN; DE PESO INFERIOR O IGUAL A 100 GM,8.0,A,'5208,'520821,A
52082200,DE LIGAMENTO TAFETAN; DE PESO SUPERIOR A 100 GM,8.0,A,'5208,'520822,A
52082300,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5208,'520823,A
52082900,LOS DEMAS,8.0,A,'5208,'520829,A
52083100,DE LIGAMENTO TAFETAN; DE PESO INFERIOR O IGUAL A 100 GM,8.0,A,'5208,'520831,A
52083200,DE LIGAMENTO TAFETAN; DE PESO SUPERIOR A 100 GM,8.0,A,'5208,'520832,A
52083300,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5208,'520833,A
52083900,LOS DEMAS TEJIDOS,8.0,A,'5208,'520839,A
52084100,DE LIGAMENTO TAFETAN; DE PESO INFERIOR O IGUAL A 100 GM,8.0,A,'5208,'520841,A
52084200,DE LIGAMENTO TAFETAN; DE PESO SUPERIOR A 100 GM,8.0,A,'5208,'520842,A
52084300,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5208,'520843,A
52084900,LOS DEMAS TEJIDOS,8.0,A,'5208,'520849,A
52085100,DE LIGAMENTO TAFETAN; DE PESO INFERIOR O IGUAL A 1 00 GM,8.0,A,'5208,'520851,A
52085200,DE LIGAMENTO TAFETAN; DE PESO SUPERIOR A 100 GM,8.0,A,'5208,'520852,A
52085300,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5208,'520853,A
52085900,LOS DEMAS TEJIDOS,8.0,A,'5208,'520859,A
52091100,DE LIGAMENTO TAFETAN,0.0,G,'5209,'520911,G
52091200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5209,'520912,G
52091900,LOS DEMAS TEJIDOS,0.0,G,'5209,'520919,G
52092100,DE LIGAMENTO TAFETAN,0.0,G,'5209,'520921,G
52092200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5209,'520922,G
52092900,LOS DEMAS TEJIDOS,0.0,G,'5209,'520929,G
52093100,DE LIGAMENTO TAFETAN,0.0,G,'5209,'520931,G
52093200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5209,'520932,G
52093900,LOS DEMAS TEJIDOS,0.0,G,'5209,'520939,G
52094100,DE LIGAMENTO TAFETAN,0.0,G,'5209,'520941,G
52094200,TEJIDOS DE MEZCLILLA (DENIM),0.0,G,'5209,'520942,G
52094300,LOS DEMAS TEJIDOS DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR OIGUAL A 4,0.0,G,'5209,'520943,G
52094900,LOS DEMAS TEJIDOS,0.0,G,'5209,'520949,G
52095100,DE LIGAMENTO TAFETAN,0.0,G,'5209,'520951,G
52095200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5209,'520952,G
52095900,LOS DEMAS TEJIDOS,0.0,G,'5209,'520959,G
52101100,DE LIGAMENTO TAFETAN,8.0,A,'5210,'521011,A
52101200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5210,'521012,A
52101900,LOS DEMAS TEJIDOS,8.0,A,'5210,'521019,A
52102100,DE LIGAMENTO TAFETAN,8.0,A,'5210,'521021,A
52102200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5210,'521022,A
52102900,LOS DEMAS TEJIDOS,8.0,A,'5210,'521029,A
52103100,DE LIGAMENTO TAFETAN,8.0,A,'5210,'521031,A
52103200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5210,'521032,A
52103900,LOS DEMAS TEJIDOS,8.0,A,'5210,'521039,A
52104100,DE LIGAMENTO TAFETAN,8.0,A,'5210,'521041,A
52104200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5210,'521042,A
52104900,LOS DEMAS TEJIDOS,8.0,A,'5210,'521049,A
52105100,DE LIGAMENTO TAFETAN,8.0,A,'5210,'521051,A
52105200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,8.0,A,'5210,'521052,A
52105900,LOS DEMAS TEJIDOS,8.0,A,'5210,'521059,A
52111100,DE LIGAMENTO TAFETAN,0.0,G,'5211,'521111,G
52111200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5211,'521112,G
52111900,LOS DEMAS TEJIDOS,0.0,G,'5211,'521119,G
52112100,DE LIGAMENTO TAFETAN,0.0,G,'5211,'521121,G
52112200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5211,'521122,G
52112900,LOS DEMAS TEJIDOS,0.0,G,'5211,'521129,G
52113100,DE LIGAMENTO TAFETAN,0.0,G,'5211,'521131,G
52113200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5211,'521132,G
52113900,LOS DEMAS TEJIDOS,0.0,G,'5211,'521139,G
52114100,DE LIGAMENTO TAFETAN,0.0,G,'5211,'521141,G
52114200,TEJIDOS DE MEZCLILLA (DENIM),0.0,G,'5211,'521142,G
52114300,LOS DEMAS TEJIDOS DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR OIGUAL A 4,0.0,G,'5211,'521143,G
52114900,LOS DEMAS TEJIDOS,0.0,G,'5211,'521149,G
52115100,DE LIGAMENTO TAFETAN,0.0,G,'5211,'521151,G
52115200,DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5211,'521152,G
52115900,LOS DEMAS TEJIDOS,0.0,G,'5211,'521159,G
52121100,CRUDOS,0.0,G,'5212,'521211,G
52121200,BLANQUEADOS,0.0,G,'5212,'521212,G
52121300,TEÑIDOS,0.0,G,'5212,'521213,G
52121400,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5212,'521214,G
52121500,ESTAMPADOS DE PESO SUPERIOR A 200 GM:,0.0,G,'5212,'521215,G
52122100,CRUDOS,0.0,G,'5212,'521221,G
52122200,BLANQUEADOS,0.0,G,'5212,'521222,G
52122300,TEÑIDOS,0.0,G,'5212,'521223,G
52122400,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5212,'521224,G
52122500,ESTAMPADOS,0.0,G,'5212,'521225,G
53011000,LINO EN BRUTO O ENRIADO LINO AGRAMADO; ESPADADO; P EINADO O TRABAJADO DE OTRO MODO; PERO SIN HILAR:,0.0,G,'5301,'530110,G
53012100,AGRAMADO O ESPADADO,0.0,G,'5301,'530121,G
53012900,LOS DEMAS,0.0,G,'5301,'530129,G
53013000,ESTOPAS Y DESPERDICIOS DE LINO,0.0,G,'5301,'530130,G
53021000,CANAMO EN BRUTO O ENRIADO,0.0,G,'5302,'530210,G
53029010,AGRAMADO; ESPADADO; PEINADO (RASTRILLADO) O TRABAJ ADO DE OTRO MODO; PEROSIN HILAR,0.0,G,'5302,'530290,G
53029020,ESTOPAS Y DESPERDICIOS,0.0,G,'5302,'530290,G
53031010,EN BRUTO (EN RAMA),0.0,G,'5303,'530310,G
53031020,ENRIADOS,0.0,G,'5303,'530310,G
53039010,YUTE DESCORTEZADO O TRABAJADO DE OTRO MODO; PERO S IN HILAR,0.0,G,'5303,'530390,G
53039020,ESTOPAS Y DESPERDICIOS DE YUTE,0.0,G,'5303,'530390,G
53039090,LOS DEMAS,0.0,G,'5303,'530390,G
53041010,SISAL,0.0,G,'5304,'530410,G
53041020,PITA (CABUYA; FIQUE),0.0,G,'5304,'530410,G
53041090,LAS DEMAS FIBRAS,0.0,G,'5304,'530410,G
53049000,LOS DEMAS,0.0,G,'5304,'530490,G
53051100,EN BRUTO,0.0,G,'5305,'530511,G
53051900,LOS DEMAS DE ABACA:,0.0,G,'5305,'530519,G
53052100,EN BRUTO,0.0,G,'5305,'530521,G
53052910,PEINADAS O TRABAJADAS DE OTRO MODO; PERO SIN HILAR,0.0,G,'5305,'530529,G
53052920,ESTOPAS Y DESPERDICIOS LOS DEMAS:,0.0,G,'5305,'530529,G
53059000,LOS DEMÁS,0.0,G,'5305,'530590,G
53061000,SENCILLOS,0.0,G,'5306,'530610,G
53062000,RETORCIDOS O CABLEADOS,0.0,G,'5306,'530620,G
53071000,SENCILLOS,0.0,G,'5307,'530710,G
53072000,RETORCIDOS O CABLEADOS,0.0,G,'5307,'530720,G
53081000,HILADOS DE COCO,0.0,G,'5308,'530810,G
53082000,HILADOS DE CAÑAMO,0.0,G,'5308,'530820,G
53089010,HILADOS DE RAMIO,0.0,G,'5308,'530890,G
53089090,LOS DEMAS,0.0,G,'5308,'530890,G
53091100,CRUDOS O BLANQUEADOS,0.0,G,'5309,'530911,G
53091900,LOS DEMAS,0.0,G,'5309,'530919,G
53092100,CRUDOS O BLANQUEADOS,0.0,G,'5309,'530921,G
53092900,LOS DEMAS,0.0,G,'5309,'530929,G
53101000,CRUDOS,0.0,G,'5310,'531010,G
53109000,LOS DEMAS,0.0,G,'5310,'531090,G
53110010,DE RAMIO DE CAÑAMO:,0.0,G,'5311,'531100,G
53110021,TIPO LONA,0.0,G,'5311,'531100,G
53110029,LOS DEMAS,0.0,G,'5311,'531100,G
53110030,DE HILADOS DE PAPEL,0.0,G,'5311,'531100,G
53110040,DE SISAL,0.0,G,'5311,'531100,G
53110090,LOS DEMAS,0.0,G,'5311,'531100,G
54011010,ACONDICIONADO PARA LA VENTA AL POR MENOR,0.0,G,'5401,'540110,G
54011090,LOS DEMAS,0.0,G,'5401,'540110,G
54012010,ACONDICIONADO PARA LA VENTA AL POR MENOR,0.0,G,'5401,'540120,G
54012090,LOS DEMAS,0.0,G,'5401,'540120,G
54021000,HILADOS DE ALTA TENACIDAD DE NAILON O DEMAS POLIAM IDAS,0.0,G,'5402,'540210,G
54022000,HILADOS DE ALTA TENACIDAD DE POLIESTERES HILADOS T EXTURADOS,0.0,G,'5402,'540220,G
54023100,DE NAILON O DEMAS POLIAMIDAS; DE TITULO INFERIOR O IGUAL A 50 TEX POR HILO SENCILLO,0.0,G,'5402,'540231,G
54023200,DE NAILON O DEMAS POLIAMIDAS; DE TITULO SUPERIOR A 50 TEX POR HILO SENCILLO,0.0,G,'5402,'540232,G
54023300,DE POLIESTERES,0.0,G,'5402,'540233,G
54023900,LOS DEMAS LOS DEMASHILADOS SENCILLOS SIN TORSION O CON UNA TORSION INFERIOR O IGUAL A 50VUELTAS POR METRO:,0.0,G,'5402,'540239,G
54024100,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5402,'540241,G
54024200,DE POLIESTERES PARCIALMENTE ORIENTADOS,0.0,G,'5402,'540242,G
54024300,DE LOS DEMAS POLIESTERES,0.0,G,'5402,'540243,G
54024900,LOS DEMAS LOS DEMASHILADOS SENCILLOS CON UNA TORSI ON SUPERIOR A 50 VUELTAS POR METRO:,0.0,G,'5402,'540249,G
54025100,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5402,'540251,G
54025200,DE POLIESTERES,0.0,G,'5402,'540252,G
54025900,LOS DEMAS,0.0,G,'5402,'540259,G
54026100,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5402,'540261,G
54026200,DE POLIESTERES,0.0,G,'5402,'540262,G
54026900,LOS DEMAS,0.0,G,'5402,'540269,G
54031000,HILADOS DE ALTA TENACIDAD DE RAYON VISCOSA,0.0,G,'5403,'540310,G
54032000,HILADOS TEXTURADOS,0.0,G,'5403,'540320,G
54033100,DE RAYON VISCOSA; SIN TORSION O CON UNA TORSION INFERIOR O IGUAL A 1 VUELTAS POR METRO,0.0,G,'5403,'540331,G
54033200,DE RAYON VISCOSA; CON UNA TORSION SUPERIOR A 120 V UELTAS POR METRO,0.0,G,'5403,'540332,G
54033300,DE ACETATO DE CELULOSA,0.0,G,'5403,'540333,G
54033900,LOS DEMAS,0.0,G,'5403,'540339,G
54034100,DE RAYON VISCOSA,0.0,G,'5403,'540341,G
54034200,DE ACETATO DE CELULOSA,0.0,G,'5403,'540342,G
54034900,LOS DEMAS,0.0,G,'5403,'540349,G
54041000,MONOFILAMENTOS,0.0,G,'5404,'540410,G
54049010,DE POLIPROPILENO,8.0,A,'5404,'540490,A
54049090,LOS DEMAS MONOFILAMENTOS ARTIFICIALES DE 67 DECITEX O MAS Y CUYA MAYOR,8.0,A,'5404,'540490,A
54050000,DIMENSIONDE LA SECCION TRANSVERSAL NO E XCEDA DE 1 MM; TIRAS Y FORMAS SIMILARES (POR EJEMP LO: PAJA ARTIFICIAL) DE MATERIA TEXTIL ARTIFICIAL; DE ANCHURA APARENTE INFERIOR O IGUAL A 5 MM. 3,3.0,A,'5405,'540500,A
54061000,HILADOS DE FILAMENTOS SINTETICOS,0.0,G,'5406,'540610,G
54062000,HILADOS DE FILAMENTOS ARTIFICIALES,0.0,G,'5406,'540620,G
54071000,TEJIDOS FABRICADOS CON HILADOS DE ALTA TENACIDAD DE NAILON O DEMAS POLIAMIDASO DE POLIESTERES,0.0,G,'5407,'540710,G
54072010,DE SARAN (POLICLORURO DE VINILIDENO); PARA USO AGR ICOLA,0.0,G,'5407,'540720,G
54072020,DE POLIPROPILENO,14.0,A,'5407,'540720,A
54072090,LOS DEMAS,14.0,A,'5407,'540720,A
54073000,PRODUCTOS CITADOS EN LA NOTA 9 DE LA SECCION XI,0.0,G,'5407,'540730,G
54074100,CRUDOS O BLANQUEADOS,0.0,G,'5407,'540741,G
54074200,TEÑIDOS,0.0,G,'5407,'540742,G
54074300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5407,'540743,G
54074400,ESTAMPADOS LOS DEMAS TEJIDOS CON UN CONTENIDO DE FI LAMENTOS DE POLIESTER TEXTURADOS SUPERIOR O IGUAL A L 85 % EN PESO:,0.0,G,'5407,'540744,G
54075100,CRUDOS O BLANQUEADOS,0.0,G,'5407,'540751,G
54075200,TEÑIDOS,0.0,G,'5407,'540752,G
54075300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5407,'540753,G
54075400,ESTAMPADOS LOS DEMASTEJIDOS CON UN CONTENIDO DE FI LAMENTOS DE POLIESTER SUPERIOR O IGUAL AL 85 % EN P ESO:,0.0,G,'5407,'540754,G
54076100,CON UN CONTENIDO DE FILAMENTOS DE POLIESTER SIN TEXTURAR SUPERIOR O IGUAL AL 85 % EN PESO,0.0,G,'5407,'540761,G
54076900,LOS DEMAS,0.0,G,'5407,'540769,G
54077100,CRUDOS O BLANQUEADOS,0.0,G,'5407,'540771,G
54077200,TEÑIDOS,0.0,G,'5407,'540772,G
54077300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5407,'540773,G
54077400,ESTAMPADOS,0.0,G,'5407,'540774,G
54078100,CRUDOS O BLANQUEADOS,0.0,G,'5407,'540781,G
54078200,TEÑIDOS,0.0,G,'5407,'540782,G
54078300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5407,'540783,G
54078400,ESTAMPADOS LOS DEMASTEJIDOS:,0.0,G,'5407,'540784,G
54079100,CRUDOS O BLANQUEADOS,0.0,G,'5407,'540791,G
54079200,TE¥IDOS,0.0,G,'5407,'540792,G
54079300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5407,'540793,G
54079400,ESTAMPADOS,0.0,G,'5407,'540794,G
54081000,TEJIDOS FABRICADOS CON HILADOS DE ALTA TENACIDAD DE RAYON VISCOSA LOS DEMASTEJIDOS CON UN CONTENIDO DE FILAMENTOS O DE TIRAS O FORMAS SIMILARES; ARTIFICIALES; SUPERIOR O IGUAL AL 85 % EN PESO:,0.0,G,'5408,'540810,G
54082100,CRUDOS O BLANQUEADOS,0.0,G,'5408,'540821,G
54082200,TEÑIDOS,0.0,G,'5408,'540822,G
54082300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5408,'540823,G
54082400,ESTAMPADOS,0.0,G,'5408,'540824,G
54083100,CRUDOS O BLANQUEADOS,0.0,G,'5408,'540831,G
54083200,TE¥IDOS,0.0,G,'5408,'540832,G
54083300,CON HILADOS DE DISTINTOS COLORES,0.0,G,'5408,'540833,G
54083400,ESTAMPADOS,0.0,G,'5408,'540834,G
55011000,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5501,'550110,G
55012000,DE POLIESTERES,0.0,G,'5501,'550120,G
55013000,ACRILICOS O MODACRILICOS,0.0,G,'5501,'550130,G
55019000,LOS DEMAS,0.0,G,'5501,'550190,G
55020010,MECHAS DE ACETATO DE CELULOSA PARA FABRICAR FILTROS DE CIGARRILLOS,0.0,G,'5502,'550200,G
55020090,LOS DEMAS,0.0,G,'5502,'550200,G
55031000,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5503,'550310,G
55032000,DE POLIESTERES,0.0,G,'5503,'550320,G
55033000,ACRILICAS O MODACRILICAS,0.0,G,'5503,'550330,G
55034000,DE POLIPROPILENO,0.0,G,'5503,'550340,G
55039000,LAS DEMAS,0.0,G,'5503,'550390,G
55041000,DE RAYON VISCOSA,0.0,G,'5504,'550410,G
55049000,LAS DEMAS,0.0,G,'5504,'550490,G
55051000,DE FIBRAS SINTETICAS,0.0,G,'5505,'550510,G
55052000,DE FIBRAS ARTIFICIALES,0.0,G,'5505,'550520,G
55061000,DE NAILON O DEMAS POLIAMIDAS,0.0,G,'5506,'550610,G
55062000,DE POLIESTERES,0.0,G,'5506,'550620,G
55063000,ACRILICAS O MODACRILICAS,0.0,G,'5506,'550630,G
55069010,DE POLIMEROS VINILICOS,0.0,G,'5506,'550690,G
55069090,LOS DEMAS,0.0,G,'5506,'550690,G
55070000,FIBRAS ARTIFICIALES DISCONTINUAS; CARDADAS; PEINAD AS O TRANSFORMADAS DE OTRO MODO PARA LA HILATURA,0.0,G,'5507,'550700,G
55081000,DE FIBRAS SINTETICAS DISCONTINUAS,0.0,G,'5508,'550810,G
55082000,DE FIBRAS ARTIFICIALES DISCONTINUAS,0.0,G,'5508,'550820,G
55091100,SENCILLOS,0.0,G,'5509,'550911,G
55091200,RETORCIDOS O CABLEADOS,0.0,G,'5509,'550912,G
55092100,SENCILLOS,0.0,G,'5509,'550921,G
55092200,RETORCIDOS O CABLEADOS,0.0,G,'5509,'550922,G
55093100,SENCILLOS,0.0,G,'5509,'550931,G
55093200,RETORCIDOS O CABLEADOS,0.0,G,'5509,'550932,G
55094100,SENCILLOS,0.0,G,'5509,'550941,G
55094200,RETORCIDOS O CABLEADOS,0.0,G,'5509,'550942,G
55095100,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON FIBRAS ARTIFICIALES DISCONTINUAS,0.0,G,'5509,'550951,G
55095200,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO,0.0,G,'5509,'550952,G
55095300,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGODON,0.0,G,'5509,'550953,G
55095900,LOS DEMAS,0.0,G,'5509,'550959,G
55096100,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO,0.0,G,'5509,'550961,G
55096200,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGODON,0.0,G,'5509,'550962,G
55096900,LOS DEMAS LOS DEMASHILADOS:,0.0,G,'5509,'550969,G
55099100,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO,0.0,G,'5509,'550991,G
55099200,MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGODON,0.0,G,'5509,'550992,G
55099900,LOS DEMAS,0.0,G,'5509,'550999,G
55101100,SENCILLOS,0.0,G,'5510,'551011,G
55101200,RETORCIDOS O CABLEADOS,0.0,G,'5510,'551012,G
55102000,LOS DEMAS HILADOS MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON LANA O PELO FINO,0.0,G,'5510,'551020,G
55103000,LOS DEMAS HILADOS MEZCLADOS EXCLUSIVA O PRINCIPALMENTE CON ALGODON,0.0,G,'5510,'551030,G
55109000,LOS DEMAS HILADOS,0.0,G,'5510,'551090,G
55111000,DE FIBRAS SINTETICAS DISCONTINUAS CON UN CONTENIDO DE ESTAS FIBRAS SUPERIOR OIGUAL AL 85 % EN PESO,0.0,G,'5511,'551110,G
55112000,DE FIBRAS SINTETICAS DISCONTINUAS CON UN CONTENIDO DE ESTAS FIBRAS INFERIOR AL 85 % EN PESO,0.0,G,'5511,'551120,G
55113000,DE FIBRAS ARTIFICIALES DISCONTINUAS,0.0,G,'5511,'551130,G
55121100,CRUDOS O BLANQUEADOS,0.0,G,'5512,'551211,G
55121900,LOS DEMAS :,0.0,G,'5512,'551219,G
55122100,CRUDOS O BLANQUEADOS,0.0,G,'5512,'551221,G
55122900,LOS DEMAS,0.0,G,'5512,'551229,G
55129100,CRUDOS O BLANQUEADOS,0.0,G,'5512,'551291,G
55129900,LOS DEMAS,0.0,G,'5512,'551299,G
55131100,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO TAFETAN,0.0,G,'5513,'551311,G
55131200,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5513,'551312,G
55131300,LOS DEMAS TEJIDOS DE FIBRAS DISCONTINUAS DE POLIES TER,0.0,G,'5513,'551313,G
55131900,LOS DEMAS TEJIDOS,0.0,G,'5513,'551319,G
55132100,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO TAFETAN,0.0,G,'5513,'551321,G
55132200,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5513,'551322,G
55132300,LOS DEMAS TEJIDOS DE FIBRAS DISCONTINUAS DE POLIES TER,0.0,G,'5513,'551323,G
55132900,LOS DEMAS TEJIDOS,0.0,G,'5513,'551329,G
55133100,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO TAFETAN,0.0,G,'5513,'551331,G
55133200,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5513,'551332,G
55133300,LOS DEMAS TEJIDOS DE FIBRAS DISCONTINUAS DE POLIESTER,0.0,G,'5513,'551333,G
55133900,LOS DEMAS TEJIDOS,0.0,G,'5513,'551339,G
55134100,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO TAFETAN,0.0,G,'5513,'551341,G
55134200,DE FIBRAS DISCONTINUAS DE POLIESTER; DE LIGAMENTO SARGA; INCLUIDO EL CRUZADO; DE CURSO INFERIOR O IGUAL A 4,0.0,G,'5513,'551342,G
55134300,LOS DEMAS TEJIDOS DE FIBRAS DISCONTINUAS DE POLIESTER,0.0,G,'5513,'551343,G
